k1             a1             c1             k2             a2             c2             k3             a3             c3             gamma1         gamma2         LogPost        b1             b2             b3             
    0.17301E+00   0.357164E+01    0.15085E+01   0.335609E+00   0.121942E+02   0.166814E+01   0.933807E+00   0.904197E+01   0.164935E+01   0.430392E-02   0.347368E-01   0.701937E+02    0.17301E+00   0.242943E+00   0.933807E+00
   0.172956E+00   0.309171E+01   0.151076E+01   0.312119E+00    0.11109E+02   0.168462E+01   0.914675E+00   0.101051E+02   0.169351E+01    0.63756E-02    0.49785E-01   0.671078E+02   0.172956E+00   0.232285E+00   0.914675E+00
   0.177262E+00   0.372167E+01   0.151329E+01   0.334005E+00   0.123697E+02   0.166602E+01   0.961122E+00   0.172852E+02   0.171138E+01   0.503055E-02   0.359075E-01   0.702711E+02   0.177262E+00   0.243666E+00   0.961122E+00
   0.180082E+00   0.380993E+01   0.149301E+01   0.334692E+00   0.114912E+02   0.164846E+01   0.905933E+00   0.120177E+02   0.162527E+01   0.567211E-02   0.369036E-01   0.685552E+02   0.180082E+00   0.240318E+00   0.905933E+00
   0.179046E+00    0.38014E+01   0.151237E+01   0.340741E+00   0.128568E+02   0.167355E+01   0.995524E+00   0.129223E+02   0.166849E+01   0.873344E-02   0.334992E-01   0.700458E+02   0.179046E+00   0.247695E+00   0.995524E+00
    0.17067E+00   0.347102E+01   0.153284E+01   0.324116E+00   0.111116E+02   0.166317E+01   0.965994E+00   0.166006E+02   0.162335E+01   0.281964E-02   0.735945E-01   0.677873E+02    0.17067E+00   0.235826E+00   0.965994E+00
   0.168949E+00   0.350376E+01   0.153678E+01   0.335317E+00   0.123209E+02    0.16737E+01   0.895343E+00   0.162053E+02   0.167558E+01   0.136884E-02   0.497752E-01   0.710296E+02   0.168949E+00   0.244429E+00   0.895343E+00
   0.165752E+00   0.301327E+01    0.15144E+01   0.315228E+00   0.115779E+02   0.172414E+01   0.960883E+00   0.814896E+01   0.167414E+01   0.457827E-02   0.727199E-01   0.661324E+02   0.165752E+00   0.228945E+00   0.960883E+00
   0.165198E+00   0.299175E+01   0.152468E+01   0.299233E+00   0.105734E+02   0.170635E+01   0.104219E+01   0.119318E+02   0.165443E+01   0.377361E-02   0.687595E-01   0.635734E+02   0.165198E+00   0.220016E+00   0.104219E+01
    0.16967E+00    0.29284E+01   0.149325E+01   0.318833E+00   0.124147E+02   0.169029E+01   0.881967E+00   0.722513E+01    0.17007E+01   0.606633E-03   0.494733E-01   0.676346E+02    0.16967E+00   0.239607E+00   0.881967E+00
   0.164276E+00   0.295466E+01   0.152383E+01   0.312511E+00   0.117756E+02   0.167414E+01   0.905423E+00   0.950692E+01   0.168673E+01   0.263551E-03    0.74603E-01   0.719543E+02   0.164276E+00   0.235473E+00   0.905423E+00
   0.167179E+00   0.287538E+01   0.150086E+01   0.310158E+00   0.111347E+02   0.168526E+01   0.919749E+00   0.124513E+01   0.168476E+01   0.170803E-03   0.963063E-01   0.653138E+02   0.167179E+00   0.230944E+00   0.919749E+00
   0.160016E+00   0.272178E+01   0.152028E+01    0.31737E+00   0.122195E+02    0.16418E+01   0.966169E+00   0.198433E+02   0.170026E+01   0.106476E-02   0.561748E-01   0.664647E+02   0.160016E+00    0.24508E+00   0.966169E+00
    0.17118E+00   0.321008E+01   0.149735E+01   0.328586E+00   0.123399E+02   0.166343E+01   0.920481E+00   0.709166E+01   0.165045E+01   0.139662E-02   0.718072E-01   0.698682E+02    0.17118E+00   0.244324E+00   0.920481E+00
   0.161834E+00   0.271966E+01   0.150153E+01   0.317908E+00    0.12177E+02   0.168207E+01   0.961936E+00   0.125779E+02   0.169727E+01    0.15801E-02   0.553437E-01   0.703492E+02   0.161834E+00   0.239768E+00   0.961936E+00
   0.168465E+00   0.271579E+01    0.14687E+01   0.297379E+00   0.107487E+02   0.169202E+01    0.89253E+00   0.115127E+02   0.173392E+01   0.274841E-02   0.948643E-01    0.61368E+02   0.168465E+00   0.222455E+00    0.89253E+00
   0.164036E+00   0.301331E+01   0.153938E+01   0.309674E+00   0.114869E+02     0.1658E+01   0.969936E+00   0.116179E+02   0.168864E+01   0.156442E-02   0.670275E-01    0.69512E+02   0.164036E+00   0.235094E+00   0.969936E+00
    0.17322E+00   0.338556E+01   0.150038E+01   0.335523E+00   0.128949E+02   0.166203E+01   0.862231E+00   0.142917E+02   0.166367E+01   0.286344E-02   0.442551E-01   0.717506E+02    0.17322E+00   0.248889E+00   0.862231E+00
   0.173217E+00   0.337302E+01   0.152232E+01   0.321985E+00   0.118819E+02   0.169594E+01   0.938317E+00   0.186287E+01   0.166112E+01   0.379244E-02   0.332773E-01   0.660926E+02   0.173217E+00   0.235933E+00   0.938317E+00
   0.168751E+00    0.32326E+01   0.152062E+01   0.324143E+00   0.121059E+02   0.166773E+01   0.954108E+00    0.15202E+02   0.169977E+01    0.12297E-02   0.478768E-01   0.718651E+02   0.168751E+00   0.241176E+00   0.954108E+00
   0.171015E+00   0.331852E+01   0.150369E+01   0.331197E+00   0.127798E+02   0.166827E+01   0.922607E+00   0.112844E+02   0.167313E+01   0.406268E-02   0.721351E-01   0.691994E+02   0.171015E+00   0.245675E+00   0.922607E+00
   0.166934E+00   0.343163E+01   0.154385E+01   0.330973E+00   0.128162E+02   0.170301E+01    0.93979E+00   0.107937E+02   0.171343E+01   0.108101E-02   0.838047E-01   0.669945E+02   0.166934E+00   0.241377E+00    0.93979E+00
    0.17649E+00   0.363953E+01   0.152451E+01   0.321919E+00     0.1202E+02   0.168538E+01   0.878641E+00   0.120157E+02   0.163703E+01   0.412238E-02   0.389811E-01     0.6861E+02    0.17649E+00   0.235875E+00   0.878641E+00
   0.170874E+00   0.378677E+01   0.153941E+01   0.335963E+00   0.123321E+02   0.169676E+01   0.938625E+00   0.120711E+02   0.166137E+01   0.356319E-02   0.578528E-01   0.683994E+02   0.170874E+00   0.238676E+00   0.938625E+00
    0.17352E+00    0.37372E+01   0.154207E+01   0.341887E+00   0.126479E+02   0.165665E+01   0.947451E+00   0.171279E+02   0.168006E+01   0.198932E-02    0.39873E-01   0.696896E+02    0.17352E+00   0.250651E+00   0.947451E+00
   0.168522E+00   0.342317E+01   0.155965E+01   0.315221E+00   0.114297E+02   0.166157E+01   0.839017E+00   0.762008E+01   0.168772E+01   0.395628E-02   0.574859E-01   0.666275E+02   0.168522E+00   0.235343E+00   0.839017E+00
   0.166421E+00   0.321967E+01    0.15032E+01    0.33633E+00   0.125107E+02   0.167154E+01   0.917511E+00   0.187653E+02   0.169677E+01   0.721966E-02   0.426531E-01   0.673358E+02   0.166421E+00   0.246154E+00   0.917511E+00
   0.180925E+00   0.421033E+01   0.154705E+01   0.339571E+00   0.119801E+02   0.168852E+01    0.83211E+00   0.739343E+01   0.170526E+01   0.101971E-01   0.100109E-01   0.643821E+02   0.180925E+00   0.239924E+00    0.83211E+00
   0.185812E+00   0.407055E+01   0.148662E+01   0.353996E+00   0.137753E+02   0.169514E+01   0.102311E+01   0.153387E+02   0.164791E+01   0.668374E-02   0.585976E-01   0.627133E+02   0.185812E+00   0.251976E+00   0.102311E+01
   0.180238E+00   0.421761E+01   0.154566E+01   0.333112E+00   0.111106E+02   0.163427E+01   0.866797E+00   0.302819E+01   0.174683E+01    0.99117E-02   0.326654E-01     0.5794E+02   0.180238E+00   0.239537E+00   0.866797E+00
   0.177229E+00    0.38892E+01   0.152411E+01   0.342809E+00   0.124682E+02   0.166467E+01     0.9041E+00   0.120516E+02   0.167043E+01   0.113964E-01   0.447453E-01   0.676648E+02   0.177229E+00   0.247085E+00     0.9041E+00
   0.173431E+00    0.32237E+01   0.148813E+01   0.327094E+00   0.131648E+02   0.171085E+01   0.935526E+00   0.951999E+01   0.169572E+01   0.181807E-02   0.750535E-01   0.678051E+02   0.173431E+00   0.240936E+00   0.935526E+00
   0.170698E+00   0.325993E+01   0.152159E+01   0.315164E+00   0.117056E+02   0.167343E+01   0.880714E+00   0.101948E+02   0.164274E+01   0.277753E-02   0.456813E-01   0.696597E+02   0.170698E+00   0.234952E+00   0.880714E+00
   0.166062E+00   0.319439E+01    0.15301E+01   0.328568E+00   0.135075E+02   0.172016E+01   0.887702E+00   0.122079E+02   0.169726E+01   0.146946E-02    0.71249E-01   0.677706E+02   0.166062E+00   0.242659E+00   0.887702E+00
   0.171638E+00   0.341373E+01   0.152141E+01   0.341308E+00   0.130747E+02   0.164375E+01   0.995168E+00   0.181835E+02   0.163225E+01   0.127084E-02    0.45783E-01   0.659656E+02   0.171638E+00   0.255772E+00   0.995168E+00
   0.176826E+00   0.337376E+01   0.148417E+01   0.335245E+00     0.1193E+02   0.166246E+01   0.891891E+00   0.986152E+01   0.164579E+01   0.708452E-02   0.240235E-01   0.672472E+02   0.176826E+00   0.244947E+00   0.891891E+00
   0.176182E+00   0.377404E+01   0.152463E+01   0.339889E+00   0.126601E+02   0.165312E+01   0.905974E+00   0.143006E+02   0.162368E+01   0.536991E-02   0.402228E-01   0.710048E+02   0.176182E+00   0.249276E+00   0.905974E+00
   0.176627E+00   0.351827E+01   0.149581E+01   0.339176E+00   0.127377E+02   0.166068E+01   0.874041E+00   0.136561E+02   0.166256E+01   0.390701E-02   0.409646E-01    0.72242E+02   0.176627E+00   0.249465E+00   0.874041E+00
   0.185914E+00   0.385591E+01   0.152721E+01   0.313107E+00   0.112474E+02   0.168781E+01   0.859478E+00   0.106478E+02    0.16645E+01   0.139132E-01   0.177529E-01   0.626173E+02   0.185914E+00   0.231031E+00   0.859478E+00
   0.171329E+00    0.29313E+01   0.148538E+01   0.317652E+00   0.124045E+02   0.170038E+01   0.947447E+00   0.153477E+02   0.165833E+01   0.110083E-01   0.206361E-01   0.662009E+02   0.171329E+00   0.237781E+00   0.947447E+00
   0.174565E+00   0.321437E+01   0.147325E+01   0.324372E+00   0.116743E+02   0.169494E+01   0.950767E+00   0.126246E+02   0.166496E+01   0.448639E-02   0.394812E-01   0.700392E+02   0.174565E+00   0.234652E+00   0.950767E+00
   0.162889E+00   0.345003E+01   0.154114E+01   0.327148E+00   0.117082E+02   0.167108E+01   0.884178E+00   0.164354E+02   0.164336E+01   0.135805E-01   0.165991E-01   0.616914E+02   0.162889E+00   0.236163E+00   0.884178E+00
